---------------------------
|Estatíst.dados    |Número|
|-------------------------|
|Registros transfs.|   854|
---------------------------
14.04.2022                                                                                                                                                                                                                                              Relatório de ativo imobilizado                                                                                                                                                                                                                                                  2
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Relatório de ativo imobilizado
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Empr|Classe|Imobilizado |Sbnº|Denominação do imobilizado                        |Denominação do imobilizado                |Recebedor de Mercadorias|Local de instalação|Texto nºprinc.imob.                               |Dt.incorp.|Quantidade|UMB|UMB|Quantidade Retroativa|UMB|Nº inventário    |Nº série/Chassi   |Centro cst|Cen.|Centro                  |Espécie|Espécie                      |Ordem de investimento|Elemento PEP|Dta.desat.|Imob.origem |SubnºIeA|Val.aquis.atual|Moeda|  Depr.atual|Moeda|Val.cont.atual|Moeda|
|1001|2200  |220000001218|0   |CAMINHAO TOCO ENV. IVECO 170E22N   COM CARROCERIA |001-132191-6400884-60000                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N   COM CARROCERIA |28.02.2009|    1,000 |UN |UN |               0,000 |UN |000400884-0000   |93ZA1NFH098709518 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000963|0       |    182.716,04 |BRL  | 182.716,04-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001218|1   |PLATAFORMA ELEVATÓRIA                             |PI-1021-02/21-003-103112                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N   COM CARROCERIA |06.12.2021|    1,000 |UN |UN |               0,000 |UN |NÃO APLICÁVEL    |93ZA1NFH098709518 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000052631|0       |     30.686,34 |BRL  |       0,00 |BRL  |    30.686,34 |BRL  |
|1001|2200  |220000001219|0   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCERIA  |001-132191-6400885-60000                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCERIA  |28.02.2009|    1,000 |UN |UN |               0,000 |UN |000400885-0000   |93ZA1NFH098709517 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000962|0       |    182.716,04 |BRL  | 182.716,04-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001219|1   |PLATAFORMA ELEVATÓRIA                             |PI-1021-02/21-003-103113                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCERIA  |06.12.2021|    1,000 |UN |UN |               0,000 |UN |NÃO APLICÁVEL    |93ZA1NFH098709517 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000052632|0       |     30.686,34 |BRL  |       0,00 |BRL  |    30.686,34 |BRL  |
|1001|2200  |220000001220|0   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCERIA  |001-132191-6400886-60000                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N   COM CARROCERIA |28.02.2009|    1,000 |UN |UN |               0,000 |UN |000400886-0000   |93ZA1NFH098709509 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000964|0       |    182.506,04 |BRL  | 182.506,04-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001220|1   |PLATAFORMA ELEVATÓRIA                             |PI-1021-02/21-003-103114                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N   COM CARROCERIA |06.12.2021|    1,000 |UN |UN |               0,000 |UN |NÃO APLICÁVEL    |93ZA1NFH098709509 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000052633|0       |     30.686,34 |BRL  |       0,00 |BRL  |    30.686,34 |BRL  |
|1001|2200  |220000001225|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400891-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |11.11.2009|    1,000 |UN |UN |               0,000 |UN |000400891-0000   |9533172S5AR010954 |1331340   |1331|Itabira                 |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000986|0       |    145.423,80 |BRL  | 145.423,80-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001226|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6400892-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |11.11.2009|    1,000 |UN |UN |               0,000 |UN |000400892-0000   |9533172S2AR011392 |1231340   |1231|Timóteo                 |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000965|0       |    136.491,48 |BRL  | 136.491,48-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001226|1   |PLATAFORMA ELEVATÓRIA                             |PI-1021-02/21-003-103115                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |06.12.2021|    1,000 |UN |UN |               0,000 |UN |NÃO APLICÁVEL    |9533172S2AR011392 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000052634|0       |     30.686,34 |BRL  |       0,00 |BRL  |    30.686,34 |BRL  |
|1001|2200  |220000001228|0   |CAMINHAO TOCO ENVASADO VW 13170 COM CARROCERIA    |001-132191-6400893-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 13170 COM CARROCERIA    |01.05.2005|    1,000 |UN |UN |               0,000 |UN |000400893-0000   |9BWX2VGC31R100182 |1031500   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000692|0       |     90.365,00 |BRL  |  90.365,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001229|0   |CAMINHAO TOCO VW 24250 ANO 2007 CAVALO MECÂNICO   |001-132191-6400897-60000                  |              0000000000|                   |CAMINHAO TOCO VW 24250 ANO 2007 CAVALO MECÂNICO   |08.11.2007|    1,000 |UN |UN |               0,000 |UN |000400897-0000   |9BWXN82408R811390 |1222500   |1222|Araruama                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|            |        |    245.484,56 |BRL  | 245.484,56-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001229|1   |CAMINHAO TRUCK BOB-TAIL TRANSFORMAÇÃO CAVALO MEC  |                                          |              0000000000|                   |CAMINHAO TOCO VW 24250 ANO 2007 CAVALO MECÂNICO   |31.01.2017|    1,000 |UN |UN |               0,000 |UN |400897           |9BWXN82408R811390 |1222500   |1222|Araruama                |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000000141|0       |     27.110,82 |BRL  |  16.661,85-|BRL  |    10.448,97 |BRL  |
|1001|2200  |220000001240|0   |CAMINHAO TRUCK VW 24250 ANO2007 CAVALO MECÂNICO   |001-132191-6401066-60000                  |              0000000000|                   |CAMINHAO TRUCK VW 24250 ANO2007 CAVALO MECÂNICO   |06.07.2007|    1,000 |UN |UN |               0,000 |UN |000401066-0000   |9BWXN82437R725747 |1421500   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|            |        |    240.756,04 |BRL  | 240.756,04-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001240|1   |CAMINHAO TRUCK BOB-TAIL TRANSFORMAÇÃO CAVALO MEC  |                                          |              0000000000|                   |CAMINHAO TRUCK VW 24250 ANO2007 CAVALO MECÂNICO   |31.01.2017|    1,000 |UN |UN |               0,000 |UN |401066           |9BWXN82437R725747 |1421500   |1421|São Gonçalo             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000000141|0       |     27.110,82 |BRL  |  16.661,85-|BRL  |    10.448,97 |BRL  |
|1001|2200  |220000001242|0   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2010          |001-132191-6401068-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2010          |07.07.2010|    1,000 |UN |UN |               0,000 |UN |000401068-0000   |9533782T1AR043365 |1031380   |1031|Betim                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    188.856,58 |BRL  | 188.856,58-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001243|0   |CAMINHAO TOCO ENV. IVECO 170E22N COM CARROCERIA   |001-132191-6401069-60000                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCE 2009|07.04.2009|    1,000 |UN |UN |               0,000 |UN |000401069-0000   |93ZA1NFH098709519 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000961|0       |    182.506,09 |BRL  | 182.506,09-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001243|1   |PLATAFORMA ELEVATÓRIA                             |PI-1021-02/21-003-10312                   |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCE 2009|06.12.2021|    1,000 |UN |UN |               0,000 |UN |NÃO APLICÁVEL    |93ZA1NFH098709519 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000052621|0       |     30.686,34 |BRL  |       0,00 |BRL  |    30.686,34 |BRL  |
|1001|2200  |220000001244|0   |CAMINHAO TOCO ENV. IVECO 170E22N COM CARROCERIA   |001-132191-6401070-60000                  |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCERIA  |28.02.2009|    1,000 |UN |UN |               0,000 |UN |000401070-0000   |93ZA1NFH098709504 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000971|0       |    182.506,04 |BRL  | 182.506,04-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001244|1   |PLATAFORMA ELEVATÓRIA                             |PI-1021-02/21-003-10313                   |              0000000000|                   |CAMINHAO TOCO ENV. IVECO 170E22N  COM CARROCERIA  |06.12.2021|    1,000 |UN |UN |               0,000 |UN |NÃO APLICÁVEL    |93ZA1NFH098709504 |1031340   |1031|Betim                   |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000052622|0       |     30.686,34 |BRL  |       0,00 |BRL  |    30.686,34 |BRL  |
|1001|2200  |220000001246|0   |CAMINHAO TOCO ENVASADO VW 8120 COM CARROCERIA     |001-132191-6401102-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 8120 COM CARROCERIA     |05.06.2011|    1,000 |UN |UN |               0,000 |UN |000401102-0000   |9533452R1BR143043 |1034310   |1034|Uberlândia              |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000983|0       |    110.665,00 |BRL  | 110.665,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001248|0   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2010          |001-132191-6401106-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 17220 ANO 2010          |07.07.2010|    1,000 |UN |UN |               0,000 |UN |000401106-0000   |9533782T7AR050952 |1031380   |1031|Betim                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    223.658,77 |BRL  | 223.658,77-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001250|0   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2010          |001-132191-6401107-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24250 ANO2010          |22.04.2010|    1,000 |UN |UN |               0,000 |UN |000401107-0000   |9534N824XAR033601 |1034380   |1034|Uberlândia              |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    258.546,66 |BRL  | 258.546,66-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001266|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488660-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488660-0000   |953658244DR349671 |1027380   |1027|Serra                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    299.843,70 |BRL  | 299.843,70-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001267|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488685-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488685-0000   |953658240DR345388 |1019380   |1019|Paulínia                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    292.483,15 |BRL  | 292.483,15-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001268|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488687-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488687-0000   |953658241DR345481 |1043380   |1043|Londrina                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    289.915,13 |BRL  | 289.915,13-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001270|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488696-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488696-0000   |953658246DR350739 |1019380   |1019|Paulínia                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    320.925,31 |BRL  | 320.925,31-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001271|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488693-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488693-0000   |953658241DR345514 |1031380   |1031|Betim                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    235.702,35 |BRL  | 235.702,35-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001272|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488697-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488697-0000   |953658249DR350797 |1049380   |1049|Curitibanos             |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    270.614,69 |BRL  | 270.614,69-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001273|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488698-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488698-0000   |95365824XDR351103 |1045380   |1045|Cascavel                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    277.135,87 |BRL  | 277.135,87-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001274|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488699-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488699-0000   |95365824XDR351067 |1049380   |1049|Curitibanos             |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    260.665,34 |BRL  | 260.665,34-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001275|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488700-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488700-0000   |953658240DR348548 |1047380   |1047|Itajaí                  |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    258.732,95 |BRL  | 258.732,95-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001276|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488701-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488701-0000   |953658242DR352021 |1043380   |1043|Londrina                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    252.183,68 |BRL  | 252.183,68-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001277|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488702-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |07.08.2013|    1,000 |UN |UN |               0,000 |UN |000488702-0000   |953658246DR352135 |1043380   |1043|Londrina                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    272.872,44 |BRL  | 272.872,44-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001285|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488917-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |19.08.2013|    1,000 |UN |UN |               0,000 |UN |000488917-0000   |953658245DR352336 |1043380   |1043|Londrina                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    265.377,40 |BRL  | 265.377,40-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001286|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6488918-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |19.08.2013|    1,000 |UN |UN |               0,000 |UN |000488918-0000   |953658244DR348469 |1048380   |1048|Biguaçu                 |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    291.622,32 |BRL  | 291.622,32-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001287|0   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |001-132191-6489342-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |09.09.2013|    1,000 |UN |UN |               0,000 |UN |000489342-0000   |9533E723XER403836 |1051340   |1051|Canoas                  |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000000218|0       |    152.660,00 |BRL  | 152.660,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001287|1   |Plataformas Elevatórias Envasado- 2019            |700000005185                              |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15180 COM CARROCERIA    |02.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1051340   |1051|Canoas                  |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000036622|0       |     19.257,75 |BRL  |   3.837,88-|BRL  |    15.419,87 |BRL  |
|1001|2200  |220000001288|0   |CAMINHÃO TOCO BOB-TAIL MB ATRON 1719 /2013        |001-132191-6489410-60000                  |              0000000000|                   |CAMINHÃO TOCO BOB-TAIL MB ATRON 1719 /2013        |17.09.2013|    1,000 |UN |UN |               0,000 |UN |000489410-0000   |9BM693186DB905536 |1041380   |1041|Araucária               |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    133.100,00 |BRL  | 133.100,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001289|0   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |001-132191-6489346-60000                  |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |09.09.2013|    1,000 |UN |UN |               0,000 |UN |000489346-0000   |9533E7235ER403971 |1041340   |1041|Araucária               |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000001257|0       |    160.702,65 |BRL  | 160.702,65-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001289|1   |Plataformas Elevatórias Envasado- 2019            |700000005165                              |              0000000000|                   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |02.03.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1047340   |1047|Itajaí                  |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000036602|0       |     20.135,00 |BRL  |   4.002,75-|BRL  |    16.132,25 |BRL  |
|1001|2200  |220000001290|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6489465-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |17.09.2013|    1,000 |UN |UN |               0,000 |UN |000489465-0000   |95365824XDR345205 |1022380   |1022|Macaé II                |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    279.784,75 |BRL  | 279.784,75-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001295|0   |CAMINHAO TRUCK BOB-TAIL VW 17190 ANO2013          |001-132191-6491139-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 17190 ANO2013          |02.11.2013|    1,000 |UN |UN |               0,000 |UN |000491139-0000   |9533E8242ER413002 |1048380   |1048|Biguaçu                 |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    205.800,88 |BRL  | 205.800,88-|BRL  |         0,00 |BRL  |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
14.04.2022                                                                                                                                                                                                                                              Relatório de ativo imobilizado                                                                                                                                                                                                                                                  7
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Empr|Classe|Imobilizado |Sbnº|Denominação do imobilizado                        |Denominação do imobilizado                |Recebedor de Mercadorias|Local de instalação|Texto nºprinc.imob.                               |Dt.incorp.|Quantidade|UMB|UMB|Quantidade Retroativa|UMB|Nº inventário    |Nº série/Chassi   |Centro cst|Cen.|Centro                  |Espécie|Espécie                      |Ordem de investimento|Elemento PEP|Dta.desat.|Imob.origem |SubnºIeA|Val.aquis.atual|Moeda|  Depr.atual|Moeda|Val.cont.atual|Moeda|
|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|1001|2200  |220000001302|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6492146-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |13.12.2013|    1,000 |UN |UN |               0,000 |UN |000492146-0000   |953658241DR354231 |1091380   |1091|Belém                   |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    245.785,45 |BRL  | 245.785,45-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001303|0   |CAMINHAO TOCO ENVASADO VW 15190 COM CARROCERIA    |001-132191-6492152-60000                  |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |13.12.2013|    1,000 |UN |UN |               0,000 |UN |000492152-0000   |9533E7233ER415424 |1143340   |1143|Jacarezinho             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|220000001258|0       |    152.726,00 |BRL  | 152.726,00-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001303|1   |Plataformas Elevatórias Envasado- 2019            |700000005168                              |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |29.02.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1143340   |1143|Jacarezinho             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000036605|0       |     15.615,00 |BRL  |   3.578,44-|BRL  |    12.036,56 |BRL  |
|1001|2200  |220000001303|2   |Plataformas Elevatórias Envasado- 2019            |700000005161                              |              0000000000|                   |Plataformas Elevatórias Envasado- 2019            |27.04.2020|    1,000 |UN |UN |               0,000 |UN |NÃO APLICAVEL    |                  |1143340   |1143|Jacarezinho             |102    |CAMINHAO CARGA               |                     |            |00.00.0000|600000036598|0       |     15.615,00 |BRL  |   3.253,13-|BRL  |    12.361,87 |BRL  |
|1001|2200  |220000001304|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6492429-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |23.12.2013|    1,000 |UN |UN |               0,000 |UN |000492429-0000   |953658247ER404700 |1151380   |1151|Porto Alegre            |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    282.106,94 |BRL  | 282.106,94-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001305|0   |CAMINHAO TOCO BOB-TAIL VW 24280 ANO 2013          |001-132191-6492214-60000                  |              0000000000|                   |CAMINHAO TOCO BOB-TAIL VW 24280 ANO 2013          |13.12.2013|    1,000 |UN |UN |               0,000 |UN |000492214-0000   |953658241DR354276 |1012380   |1012|São José dos Campos     |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    193.414,55 |BRL  | 193.414,55-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001306|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2014          |001-132191-6492430-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2014          |23.12.2013|    1,000 |UN |UN |               0,000 |UN |000492430-0000   |953658248ER404673 |1151380   |1151|Porto Alegre            |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    284.548,84 |BRL  | 284.548,84-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001307|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6492481-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |23.12.2013|    1,000 |UN |UN |               0,000 |UN |000492481-0000   |953658241ER404692 |1011380   |1011|Mauá                    |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    280.861,89 |BRL  | 280.861,89-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001308|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2014          |001-132191-6492431-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2014          |23.12.2013|    1,000 |UN |UN |               0,000 |UN |000492431-0000   |953658249ER404391 |1151380   |1151|Porto Alegre            |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    274.415,04 |BRL  | 274.415,04-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001309|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6492533-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |23.12.2013|    1,000 |UN |UN |               0,000 |UN |000492533-0000   |953658249ER404617 |1121380   |1121|Caxias                  |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    255.387,12 |BRL  | 255.387,12-|BRL  |         0,00 |BRL  |
|1001|2200  |220000001310|0   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |001-132191-6492550-60000                  |              0000000000|                   |CAMINHAO TRUCK BOB-TAIL VW 24280 ANO2013          |23.12.2013|    1,000 |UN |UN |               0,000 |UN |000492550-0000   |953658247ER404003 |1047380   |1047|Itajaí                  |103    |CAMINHAO TANQUE              |                     |            |00.00.0000|            |        |    276.296,59 |BRL  | 276.296,59-|BRL  |         0,00 |BRL  |
